x	y
0.858913	0.536352
0.387686	0.992678
0.526632	0.413506
0.947956	0.881113
0.760147	0.144309
0.23234	0.654076
0.311628	0.475774
0.810571	0.936703
0.989595	0.21541
0.590189	0.711527
0.459023	0.0686924
0.904434	0.5956
0.706454	0.349655
0.149567	0.824898
0.107162	0.316617
0.678691	0.796251
0.881984	0.0294042
0.423789	0.566026
0.558769	0.180248
0.969011	0.682805
0.78568	0.444868
0.272386	0.908968
0.191325	0.10666
0.733725	0.625039
0.926284	0.382062
0.493468	0.853005
0.350203	0.50624
0.834939	0.96459
0.620593	0.249875
0.0211497	0.739971
0.01573	0.337123
0.616806	0.81407
0.831917	0.053992
0.345438	0.584484
0.489217	0.202267
0.923585	0.700785
0.730334	0.464257
0.186109	0.926278
0.267423	0.130313
0.782538	0.643262
0.96641	0.401794
0.554758	0.870549
0.419329	0.525135
0.879106	0.982225
0.675159	0.270975
0.101759	0.757582
0.144318	0.237133
0.703032	0.729347
0.901652	0.494806
0.454684	0.954062
0.58631	0.370064
0.987044	0.842492
0.807472	0.0925799
0.30671	0.614048
0.227269	0.433013
0.756866	0.898582
0.94527	0.166873
0.522545	0.672
0.383031	0.014413
0.855932	0.5549
0.646555	0.30424
0.0587563	0.785734
0.0802181	0.0735159
0.660966	0.599306
0.867579	0.353826
0.401363	0.828418
0.538752	0.479604
0.955881	0.940175
0.769816	0.219774
0.247446	0.715088
0.326236	0.417401
0.819795	0.884639
0.997167	0.148879
0.60168	0.65766
0.47209	0.287695
0.912675	0.771671
0.716741	0.540065
0.16525	0.996126
0.123135	0.510052
0.689198	0.968113
0.890474	0.254107
0.437115	0.743497
0.570695	0.111332
0.97682	0.628694
0.795039	0.386036
0.287141	0.856501
0.206879	0.184669
0.743656	0.686401
0.934449	0.448758
0.506038	0.912431
0.364324	0.320719
0.843992	0.799753
0.631834	0.0343434
0.0372883	0.569721
0.0265354	0.211019
0.624347	0.707939
0.837968	0.471943
0.354913	0.93323
0.497669	0.345475
0.929013	0.821291
0.737032	0.0637884
0.196537	0.591896
0.277313	0.532615
0.788807	0.989188
0.971622	0.279358
0.562752	0.76463
0.428239	0.139701
0.884828	0.650469
0.682202	0.409615
0.112497	0.877584
0.154802	0.378071
0.709892	0.849502
0.907189	0.101984
0.463389	0.621387
0.594029	0.24564
0.992123	0.736444
0.813651	0.502434
0.316521	0.961046
0.237384	0.0244225
0.763378	0.562315
0.950599	0.31249
0.530683	0.792744
0.392268	0.44093
0.861802	0.905517
0.653798	0.175791
0.0694849	0.679188
0.0480248	0.45652
0.639246	0.91935
0.849965	0.193491
0.373706	0.693602
0.514336	0.044188
0.939863	0.577098
0.750288	0.328892
0.217098	0.80685
0.296923	0.262559
0.801257	0.750541
0.98195	0.517631
0.57855	0.975184
0.445939	0.393941
0.896072	0.863516
0.696146	0.12077
0.133754	0.636003
0.0909743	0.0830939
0.668081	0.606692
0.873359	0.362033
0.410375	0.835453
0.546762	0.487217
0.961166	0.947126
0.776213	0.228494
0.257462	0.722212
0.175678	0.295978
0.723545	0.778707
0.918145	0.00438299
0.480694	0.547484
0.335861	0.157932
0.825882	0.664831
0.609261	0.425176
0.00480716	0.891638
0.00343369	0.154573
0.608321	0.662138
0.825129	0.422269
0.334659	0.889038
0.479626	0.292875
0.917461	0.776066
0.722695	0.000626141
0.174374	0.544702
0.256214	0.484385
0.775418	0.944516
0.960507	0.225225
0.545765	0.719535
0.409252	0.0795245
0.872641	0.603936
0.667195	0.359019
0.0896283	0.832805
0.132428	0.390995
0.695281	0.860874
0.895374	0.117185
0.44484	0.633264
0.577579	0.259395
0.981314	0.747903
0.800478	0.514811
0.295704	0.972518
0.215823	0.0405067
0.749465	0.574335
0.939183	0.325838
0.513306	0.804144
0.372539	0.45361
0.849219	0.91676
0.63833	0.190187
0.0466835	0.690894
0.0681446	0.437976
0.652899	0.902928
0.861083	0.172448
0.391125	0.676475
0.529671	0.0206862
0.94994	0.559531
0.762572	0.309394
0.236124	0.790113
0.315299	0.242464
0.812882	0.733799
0.991491	0.499579
0.59307	0.958389
0.462296	0.375078
0.906501	0.846874
0.709032	0.0984768
0.153494	0.618648
0.111165	0.136245
0.681325	0.647764
0.884119	0.406697
0.427127	0.874938
0.561757	0.529812
0.970969	0.986571
0.788026	0.276218
0.276083	0.761987
0.195234	0.34234
0.736208	0.818585
0.92833	0.0601105
0.496621	0.589118
0.353738	0.207725
0.83721	0.705248
0.623409	0.46907
0.0251902	0.930626
0.0359456	0.317645
0.6309	0.797127
0.843244	0.0306436
0.363147	0.566952
0.504995	0.181357
0.933774	0.683706
0.742823	0.445846
0.2056	0.909833
0.285916	0.107828
0.794263	0.625952
0.976175	0.383057
0.569704	0.85388
0.436009	0.507192
0.889774	0.965473
0.688327	0.250934
0.121808	0.740853
0.163947	0.284586
0.71589	0.769034
0.911992	0.537283
0.471009	0.993544
0.600727	0.41448
0.996537	0.881995
0.819029	0.145456
0.325032	0.654974
0.246191	0.476732
0.769013	0.937571
0.955219	0.216504
0.537747	0.71242
0.400234	0.0699069
0.866853	0.596526
0.660074	0.350699
0.0788748	0.825787
0.0574147	0.0106461
0.645645	0.552121
0.855186	0.301147
0.381867	0.783107
0.521524	0.430032
0.944599	0.895973
0.756046	0.163528
0.226001	0.669318
0.30548	0.367055
0.806698	0.839862
0.986406	0.0890383
0.58534	0.611285
0.453599	0.233932
0.900956	0.726672
0.702177	0.491942
0.143006	0.951472
0.100408	0.522328
0.674276	0.979618
0.878386	0.267828
0.418214	0.75494
0.553756	0.126742
0.96576	0.640561
0.781753	0.39885
0.266182	0.867917
0.184805	0.198994
0.729487	0.698109
0.92291	0.461367
0.488155	0.923669
0.344247	0.333993
0.831162	0.811361
0.615859	0.0503217
0.0143751	0.581704
0.0197948	0.503385
0.619646	0.961932
0.834184	0.246699
0.349012	0.737326
0.492405	0.103153
0.925609	0.6223
0.732877	0.379069
0.190021	0.850378
0.271145	0.176905
0.784895	0.680092
0.96836	0.441915
0.557766	0.90638
0.422674	0.313522
0.881264	0.79362
0.677808	0.0256679
0.105811	0.563243
0.148255	0.0650144
0.705598	0.592822
0.903739	0.34652
0.457938	0.822192
0.589219	0.472901
0.988957	0.934098
0.809797	0.212116
0.310399	0.708836
0.231073	0.410588
0.759326	0.878467
0.947285	0.140853
0.52561	0.651371
0.386522	0.280405
0.858168	0.765511
0.649286	0.533549
0.0627812	0.990061
0.0842481	0.229584
0.663642	0.723104
0.869758	0.488161
0.404752	0.947996
0.541766	0.363037
0.957865	0.836335
0.772226	0.0842837
0.251211	0.60761
0.329848	0.426145
0.822095	0.892505
0.999056	0.159052
0.60454	0.665729
0.475335	0.00563527
0.914726	0.548412
0.719295	0.297012
0.16916	0.779588
0.127119	0.329909
0.691812	0.807752
0.892576	0.0454151
0.440432	0.578018
0.573668	0.194593
0.978756	0.694504
0.797367	0.45749
0.290819	0.920213
0.210718	0.121965
0.746155	0.636916
0.936473	0.394922
0.509168	0.864397
0.367855	0.518571
0.846233	0.976073
0.634638	0.263613
0.0413163	0.751421
0.0305711	0.0937605
0.627158	0.614969
0.84024	0.371068
0.35844	0.843368
0.500815	0.495761
0.931062	0.954925
0.739504	0.2382
0.200446	0.730238
0.281005	0.30527
0.791151	0.78661
0.973582	0.0156687
0.565736	0.555826
0.431576	0.167988
0.886958	0.672894
0.684834	0.434007
0.116491	0.899452
0.158726	0.46522
0.712472	0.927148
0.909251	0.203358
0.466666	0.701677
0.596905	0.0552154
0.994016	0.585411
0.815959	0.338166
0.320188	0.814974
0.241164	0.272024
0.765796	0.758463
0.952577	0.52607
0.533718	0.983094
0.395696	0.402776
0.863958	0.871426
0.656495	0.131503
0.073506	0.644162
0.0520487	0.387029
0.641995	0.857375
0.852203	0.1125
0.377207	0.629608
0.517425	0.255165
0.941901	0.744378
0.75276	0.511005
0.22092	0.968994
0.300578	0.0355767
0.803593	0.570644
0.983858	0.321744
0.58146	0.800628
0.449238	0.449728
0.898169	0.913297
0.698741	0.185773
0.137735	0.687299
0.0950125	0.220865
0.670739	0.715977
0.875511	0.480562
0.413742	0.941043
0.549753	0.354869
0.963145	0.829295
0.778597	0.074719
0.261207	0.600233
0.179589	0.540992
0.726094	0.996987
0.920197	0.288731
0.483897	0.77255
0.339466	0.15002
0.828143	0.658555
0.612082	0.418375
0.00892759	0.88552
0.00618064	0.420323
0.610201	0.887283
0.826636	0.152302
0.337063	0.660346
0.481761	0.290803
0.918829	0.774308
0.724394	0.542847
0.176982	0.998709
0.258711	0.077125
0.777007	0.602087
0.961826	0.356954
0.547759	0.831049
0.411497	0.482477
0.874076	0.942779
0.668967	0.223045
0.0923204	0.717755
0.135081	0.18798
0.697011	0.689096
0.896771	0.451669
0.447039	0.915029
0.57952	0.323793
0.982586	0.802379
0.802035	0.0380433
0.298141	0.572491
0.218372	0.512911
0.751112	0.970754
0.940542	0.257281
0.515366	0.746141
0.374873	0.114835
0.850711	0.631436
0.640163	0.389014
0.0493661	0.859123
0.0708253	0.133883
0.654697	0.645963
0.862521	0.404739
0.393411	0.873181
0.531695	0.527941
0.951259	0.984832
0.764184	0.274122
0.238644	0.760225
0.317743	0.340252
0.81442	0.81678
0.992754	0.0576623
0.594988	0.587265
0.464481	0.20554
0.907876	0.703461
0.710752	0.467146
0.15611	0.928887
0.113828	0.435994
0.683079	0.901192
0.885538	0.170218
0.429352	0.674682
0.563746	0.01818
0.972275	0.557678
0.789589	0.307332
0.278544	0.788361
0.19784	0.240334
0.737856	0.732021
0.929696	0.497671
0.498718	0.956651
0.356089	0.373074
0.838725	0.845122
0.625284	0.0961215
0.0278806	0.61681
0.038631	0.265722
0.632769	0.75318
0.844739	0.52045
0.365501	0.977851
0.507081	0.396886
0.935124	0.866158
0.744489	0.124354
0.208159	0.638742
0.288367	0.459431
0.795815	0.92194
0.977465	0.196796
0.571686	0.696309
0.438221	0.0478693
0.891175	0.57986
0.69007	0.331945
0.124463	0.809556
0.166553	0.299081
0.717593	0.781348
0.913359	0.00813983
0.473172	0.550267
0.602634	0.161291
0.997796	0.667524
0.820562	0.428082
0.32744	0.894238
0.248701	0.0866633
0.77062	0.609447
0.956542	0.365046
0.539756	0.8381
0.402493	0.490048
0.868305	0.949736
0.661858	0.231763
0.0815615	0.724888
0.060098	0.535417
0.647466	0.991805
0.856677	0.282498
0.384195	0.767273
0.523567	0.143157
0.945942	0.653174
0.757686	0.412533
0.228537	0.880231
0.30794	0.214312
0.808247	0.71063
0.987682	0.474816
0.587279	0.935835
0.455768	0.34861
0.902348	0.823996
0.703888	0.0674664
0.14563	0.594674
0.10311	0.0281588
0.676042	0.565098
0.879825	0.315585
0.420444	0.795374
0.555761	0.443884
0.96706	0.908105
0.783324	0.179134
0.268663	0.681901
0.187413	0.381064
0.731182	0.852129
0.92426	0.105491
0.49028	0.624126
0.34663	0.248817
0.832673	0.739089
0.617753	0.505288
0.0170849	0.963704
0.0116653	0.0527685
0.613965	0.583557
0.829651	0.336079
0.341865	0.813167
0.486029	0.463294
0.921561	0.925409
0.727792	0.201176
0.182197	0.699893
0.2637	0.400813
0.780182	0.869672
0.96446	0.129122
0.55175	0.642362
0.415984	0.269926
0.876947	0.756701
0.67251	0.524199
0.097707	0.981356
0.140381	0.493851
0.700466	0.953198
0.899565	0.236066
0.451429	0.728455
0.5834	0.0913994
0.985131	0.613127
0.805148	0.369061
0.303021	0.841615
0.223465	0.165758
0.754405	0.671106
0.943255	0.43202
0.51948	0.897712
0.379539	0.303209
0.853695	0.784858
0.643825	0.0131574
0.0547314	0.553973
0.0761882	0.352784
0.65829	0.827541
0.8654	0.0723129
0.397975	0.59838
0.535738	0.218684
0.953897	0.714198
0.767406	0.478647
0.243681	0.939307
0.322624	0.147738
0.817496	0.656765
0.995278	0.416428
0.59882	0.883757
0.468845	0.539137
0.910625	0.995266
0.714188	0.286658
0.16134	0.770792
0.119152	0.25305
0.686585	0.742615
0.888373	0.509098
0.433797	0.967233
0.567723	0.385043
0.974885	0.855628
0.792711	0.110164
0.283464	0.62778
0.20304	0.447787
0.741157	0.911565
0.932425	0.183565
0.502909	0.685503
0.360792	0.0331101
0.84175	0.568798
0.629031	0.319694
0.0332603	0.798878
0.0224997	0.470985
0.621535	0.932362
0.835695	0.209921
0.351387	0.707042
0.494523	0.0625624
0.926963	0.59097
0.73456	0.34443
0.192628	0.820389
0.273622	0.278311
0.786464	0.763749
0.969662	0.53168
0.559768	0.988316
0.424902	0.408643
0.882699	0.876702
0.679571	0.138549
0.108503	0.649567
0.150877	0.100815
0.707312	0.620474
0.905126	0.377073
0.460111	0.848626
0.591153	0.501482
0.990229	0.96016
0.811343	0.244582
0.312854	0.735563
0.233604	0.311458
0.76096	0.791867
0.948622	0.0231771
0.527648	0.561387
0.388839	0.174676
0.859645	0.678284
0.651101	0.439945
0.0654639	0.904654
0.044001	0.19239
0.636498	0.692699
0.847727	0.45555
0.370205	0.918487
0.511247	0.327874
0.937825	0.805948
0.747817	0.0429609
0.213275	0.576177
0.293267	0.516691
0.79892	0.974296
0.980042	0.261504
0.575639	0.749662
0.442641	0.119575
0.893976	0.63509
0.693551	0.392959
0.129774	0.862636
0.0869361	0.361028
0.665423	0.83457
0.871206	0.0819041
0.407007	0.605773
0.543771	0.227404
0.959187	0.721319
0.773828	0.486273
0.253717	0.946256
0.171767	0.00313071
0.720996	0.546557
0.916093	0.294944
0.477491	0.777827
0.332255	0.424207
0.823621	0.890771
0.606441	0.156812
0.000686738	0.663933
0.00103011	0.359773
0.606676	0.833467
0.82381	0.0804168
0.332555	0.604625
0.477758	0.226042
0.916264	0.720204
0.721209	0.485093
0.172093	0.945168
0.254029	0.00156535
0.774027	0.545397
0.959352	0.293651
0.544021	0.776727
0.407288	0.422996
0.871386	0.889688
0.665644	0.155413
0.0872726	0.662811
0.130106	0.191013
0.693767	0.691571
0.89415	0.454337
0.442916	0.917408
0.575881	0.326602
0.980201	0.80482
0.799115	0.041427
0.293571	0.575026
0.213593	0.515516
0.748023	0.973185
0.937995	0.260186
0.511505	0.748563
0.370496	0.118081
0.847913	0.633949
0.636727	0.391731
0.0443363	0.861535
0.065799	0.0993535
0.651326	0.619333
0.859825	0.375826
0.389125	0.847531
0.527901	0.500293
0.948786	0.959053
0.761161	0.243258
0.233919	0.734461
0.31316	0.310168
0.811536	0.790771
0.990387	0.0216203
0.591393	0.560227
0.460385	0.173283
0.905298	0.677153
0.707527	0.438715
0.151204	0.903575
0.108835	0.469788
0.67979	0.931277
0.882876	0.208548
0.42518	0.705921
0.560016	0.06103
0.969826	0.589812
0.786659	0.343123
0.273929	0.819262
0.192954	0.277003
0.734766	0.762648
0.927134	0.530512
0.494786	0.987225
0.351681	0.407427
0.835885	0.875599
0.621769	0.137109
0.022836	0.64844
0.033596	0.251727
0.629265	0.741514
0.841937	0.507907
0.361086	0.966133
0.50317	0.383802
0.932593	0.854535
0.741365	0.108704
0.20336	0.626638
0.28377	0.446574
0.792905	0.910482
0.975046	0.182185
0.567971	0.68438
0.434074	0.0315685
0.888548	0.567644
0.686803	0.318414
0.119484	0.797783
0.161666	0.351481
0.714401	0.826445
0.910795	0.0708091
0.469116	0.597221
0.599058	0.217322
0.995435	0.713087
0.817688	0.47745
0.322925	0.938222
0.243995	0.146312
0.767607	0.655646
0.954062	0.41521
0.535989	0.882656
0.398258	0.537978
0.865581	0.99419
0.658513	0.285363
0.076524	0.769693
0.0550668	0.492658
0.644052	0.95212
0.853881	0.234732
0.37983	0.727341
0.519736	0.0899237
0.943423	0.611976
0.75461	0.367807
0.223782	0.840519
0.303329	0.164364
0.805342	0.669988
0.98529	0.430778
0.583643	0.896625
0.4517	0.301921
0.899739	0.783763
0.70068	0.0115878
0.140709	0.552816
0.0980446	0.0512392
0.672731	0.582399
0.877127	0.334775
0.416263	0.812039
0.552001	0.46209
0.964622	0.924322
0.780378	0.199812
0.26401	0.698778
0.182523	0.399586
0.728004	0.868575
0.92173	0.127635
0.486295	0.641237
0.342163	0.268614
0.82984	0.7556
0.614202	0.52303
0.012004	0.98027
0.0174236	0.026602
0.617989	0.563939
0.832862	0.314295
0.346927	0.794278
0.490546	0.442653
0.924429	0.907027
0.731394	0.177741
0.187739	0.68077
0.268974	0.379817
0.78352	0.851034
0.967223	0.104029
0.556012	0.622984
0.420722	0.247493
0.880005	0.737987
0.676263	0.504099
0.103447	0.962597
0.145958	0.53425
0.704101	0.990715
0.902522	0.281189
0.45604	0.766172
0.587522	0.141717
0.987841	0.652047
0.808441	0.411318
0.308247	0.879128
0.228854	0.21294
0.757891	0.709509
0.94611	0.473619
0.523822	0.934749
0.384486	0.347304
0.856863	0.822869
0.647693	0.0659339
0.0604334	0.593516
0.0818973	0.297788
0.662081	0.780248
0.868487	0.00657448
0.402775	0.549108
0.540008	0.159891
0.956708	0.666402
0.77082	0.426871
0.249015	0.893155
0.327741	0.0851761
0.820753	0.608299
0.997954	0.363791
0.602872	0.836997
0.473442	0.488868
0.91353	0.948648
0.717805	0.230401
0.166879	0.723773
0.124795	0.264404
0.690287	0.752081
0.89135	0.519276
0.438497	0.97674
0.571934	0.395659
0.977627	0.865057
0.796009	0.122861
0.288674	0.637601
0.208479	0.458218
0.744697	0.920861
0.935292	0.195419
0.507342	0.695181
0.365795	0.0463354
0.844926	0.578709
0.633003	0.330673
0.0389666	0.808429
0.028217	0.434752
0.625518	0.900104
0.838915	0.168824
0.356383	0.673564
0.49898	0.0166104
0.929867	0.55652
0.738062	0.306044
0.198166	0.787266
0.278852	0.239
0.789784	0.730907
0.972439	0.496477
0.563995	0.955572
0.42963	0.37182
0.885716	0.844026
0.683299	0.0946459
0.114161	0.615659
0.156437	0.132396
0.710967	0.644837
0.908048	0.403512
0.464754	0.872084
0.595227	0.526772
0.992912	0.983746
0.814613	0.27281
0.318049	0.759124
0.238959	0.338948
0.764385	0.815651
0.951423	0.056133
0.531948	0.586106
0.393696	0.204176
0.862701	0.702346
0.654922	0.465942
0.0711604	0.9278
0.0497014	0.1866
0.640392	0.687973
0.850898	0.450456
0.375164	0.913947
0.515623	0.322512
0.940712	0.801285
0.751318	0.0365017
0.21869	0.571337
0.298446	0.51172
0.80223	0.969654
0.982745	0.255959
0.579762	0.745039
0.447314	0.113376
0.896946	0.630294
0.697227	0.387773
0.135413	0.858031
0.0926569	0.419106
0.669189	0.886181
0.874255	0.150875
0.411778	0.659227
0.548009	0.289508
0.961991	0.773209
0.777206	0.541688
0.259023	0.997633
0.177308	0.0756212
0.724607	0.600928
0.919	0.35565
0.482028	0.829953
0.337363	0.48128
0.826824	0.941694
0.610436	0.221682
0.00652401	0.716644
0.00927096	0.223862
0.612317	0.718422
0.828332	0.483195
0.339767	0.94343
0.484164	0.357735
0.920368	0.831707
0.726306	0.0780273
0.179915	0.602782
0.261519	0.543542
0.778796	0.999354
0.96331	0.291581
0.550003	0.774967
0.414023	0.153157
0.87569	0.661017
0.670961	0.421054
0.0953491	0.887944
0.138067	0.389759
0.698957	0.859779
0.898344	0.115711
0.449513	0.632122
0.581703	0.258075
0.984017	0.746802
0.803787	0.513626
0.300883	0.971414
0.221239	0.0389682
0.752966	0.573183
0.942071	0.324561
0.517683	0.803036
0.377499	0.452397
0.85239	0.915679
0.642224	0.188808
0.052384	0.689769
0.0738411	0.467869
0.65672	0.92954
0.864138	0.206358
0.395982	0.70413
0.533971	0.0585799
0.952742	0.58796
0.765997	0.341035
0.241479	0.817457
0.320494	0.274908
0.816151	0.760886
0.994174	0.528643
0.597145	0.985483
0.466939	0.405475
0.909423	0.873839
0.712687	0.134776
0.159053	0.646638
0.116824	0.0970069
0.685053	0.617501
0.887135	0.373826
0.431854	0.845779
0.565984	0.498387
0.973745	0.957298
0.791347	0.241135
0.281313	0.73269
0.200772	0.308105
0.73971	0.789018
0.931233	0.0191217
0.501077	0.558372
0.358734	0.171054
0.84043	0.675352
0.627392	0.436739
0.0309074	0.901844
0.041652	0.332708
0.634872	0.810233
0.84642	0.0487896
0.36815	0.58055
0.509428	0.197622
0.936642	0.696986
0.746364	0.460158
0.211038	0.922587
0.291125	0.125251
0.797561	0.639427
0.978917	0.397623
0.573915	0.866818
0.440709	0.521155
0.892751	0.978517
0.692029	0.266512
0.127451	0.75384
0.169486	0.232581
0.719508	0.725557
0.914897	0.490756
0.475605	0.950388
0.604779	0.3658
0.999213	0.838762
0.822286	0.0875557
0.330149	0.610136
0.251524	0.428809
0.772427	0.894888
0.958031	0.162131
0.542017	0.668197
0.405034	0.00907905
0.86994	0.550963
0.663865	0.299856
0.0845839	0.782008
0.0631167	0.0683859
0.649514	0.595368
0.858354	0.349394
0.386813	0.824672
0.525865	0.475535
0.947453	0.936486
0.759531	0.215135
0.23139	0.711303
0.310706	0.413263
0.80999	0.880892
0.989116	0.144021
0.589461	0.65385
0.458209	0.283283
0.903913	0.767934
0.705812	0.536118
0.148583	0.992459
0.106149	0.506002
0.678028	0.964369
0.881444	0.249611
0.422952	0.739751
0.558017	0.106367
0.968523	0.62481
0.785091	0.381812
0.271455	0.852786
0.190347	0.17997
0.733089	0.682579
0.925778	0.444622
0.492671	0.908753
0.34931	0.316359
0.834372	0.796031
0.619883	0.0290929
0.0201335	0.565794
0.0147138	0.524901
0.616096	0.982008
0.831351	0.270712
0.344545	0.757362
0.48842	0.130015
0.923079	0.643037
0.729699	0.401549
0.185131	0.87033
0.266492	0.201994
0.781949	0.700562
0.965922	0.464016
0.554006	0.926061
0.418493	0.336862
0.878566	0.813845
0.674497	0.0536861
0.100746	0.584253
0.143334	0.0140991
0.702391	0.554668
0.90113	0.303982
0.45387	0.785515
0.585582	0.432765
0.986566	0.898365
0.806891	0.166594
0.305788	0.671776
0.226318	0.369813
0.756251	0.842272
0.944766	0.0922848
0.521779	0.613818
0.382158	0.236866
0.855372	0.729124
0.645873	0.494568
0.0577501	0.953846
0.0792106	0.287435
0.660297	0.771451
0.867034	0.539833
0.400516	0.995911
0.537998	0.417158
0.955385	0.884418
0.769214	0.148594
0.246505	0.657436
0.325333	0.479365
0.819221	0.939958
0.996694	0.219502
0.600965	0.714865
0.471279	0.0732152
0.912163	0.599075
0.716103	0.353566
0.164272	0.828199
0.12214	0.320463
0.688545	0.799534
0.889949	0.0340351
0.436286	0.56949
0.569952	0.184393
0.976336	0.686176
0.794457	0.448515
0.286222	0.912215
0.20592	0.11104
0.743031	0.628466
0.933943	0.385787
0.505256	0.856283
0.363441	0.509813
0.843431	0.967893
0.631134	0.253843
0.0362813	0.743276
0.0255265	0.139413
0.623644	0.650243
0.8374	0.409372
0.354032	0.877364
0.496883	0.532381
